"date","Mkt.RF","SMB","HML","RF","betaf","Sentiment","disbeta","BW","PLS"
"2004-01-01",0.0215,0.0263,0.0166,7e-04,0.9849198,1.95069952,5.542634,-0.463,-0.528
"2004-02-01",0.014,-0.0119,0.0044,6e-04,1.0053773,2.18075913,6.406073,-0.351,-0.542
"2004-03-01",-0.0132,0.019,-5e-04,9e-04,1.1799617,0.99853992,8.117807,-0.378,-0.618
"2004-04-01",-0.0183,-0.0257,-0.0167,8e-04,0.8539305,2.11194607,4.472755,-0.275,-0.616
"2004-05-01",0.0117,-0.0019,-0.0026,6e-04,0.8098348,1.11030443,3.896663,-0.253,-0.575
"2004-06-01",0.0186,0.0234,0.0163,8e-04,0.9568755,1.61307162,4.923113,-0.188,-0.517
"2004-07-01",-0.0406,-0.0377,0.0456,0.001,1.050248,1.53659768,5.145621,-0.011,-0.531
"2004-08-01",8e-04,-0.0157,0.0124,0.0011,0.8961376,0.24972305,3.924907,0.079,-0.514
"2004-09-01",0.016,0.0293,0.0047,0.0011,0.8703633,1.26067007,4.166034,0.042,-0.499
"2004-10-01",0.0143,0.0039,-0.0082,0.0011,0.921224,2.06794295,5.478955,0.026,-0.44
"2004-11-01",0.0454,0.0413,0.0194,0.0015,0.9945717,0.82986821,4.933102,-0.006,-0.558
"2004-12-01",0.0343,0.0019,-0.0037,0.0016,0.9779213,5.59198624,5.384413,-0.022,-0.671
"2005-01-01",-0.0276,-0.0155,0.0273,0.0016,0.764755,4.6215193,3.903693,0.05,-0.628
"2005-02-01",0.0189,-0.0068,0.0284,0.0016,0.7863739,3.37238248,4.444458,0.016,-0.588
"2005-03-01",-0.0197,-0.0136,0.017,0.0021,0.7841892,3.04367959,4.601572,-0.015,-0.631
"2005-04-01",-0.0261,-0.0397,-0.0045,0.0021,0.8168557,3.66988289,5.557167,0.029,-0.613
"2005-05-01",0.0365,0.0297,-0.0121,0.0024,0.8007134,1.86670481,5.078543,0.023,-0.616
"2005-06-01",0.0057,0.0259,0.0279,0.0023,0.7259791,4.17174986,4.615842,-0.018,-0.635
"2005-07-01",0.0392,0.0277,-0.0047,0.0024,0.7376489,2.79281411,4.188813,-0.181,-0.838
"2005-08-01",-0.0122,-0.0085,0.0147,0.003,0.8053117,2.76311298,4.024948,-0.165,-1.009
"2005-09-01",0.0049,-0.0068,0.0111,0.0029,0.814171,2.8907521,4.649204,-0.13,-0.951
"2005-10-01",-0.0202,-0.01,-0.0067,0.0027,0.8035107,1.67189652,5.358764,-0.106,-1.014
"2005-11-01",0.0361,0.0096,-0.0185,0.0031,0.7601206,2.53862197,4.57617,-0.055,-0.945
"2005-12-01",-0.0025,-0.005,0.005,0.0032,0.6859333,2.49959238,3.496924,0.009,-0.915
"2006-01-01",0.0304,0.0531,0.0117,0.0035,0.6452376,2.13433594,3.282462,-0.051,-0.839
"2006-02-01",-0.003,-0.0032,-0.0085,0.0034,0.6541817,2.0996481,3.341662,-0.118,-0.793
"2006-03-01",0.0146,0.0354,-0.0014,0.0037,0.6114331,2.09926706,3.671662,-0.119,-0.762
"2006-04-01",0.0073,-0.0125,0.0306,0.0036,0.6035057,3.33567452,3.195638,-0.147,-0.813
"2006-05-01",-0.0357,-0.0303,0.0279,0.0043,0.651056,2.3271289,3.747211,-0.047,-0.895
"2006-06-01",-0.0035,-0.0055,0.0149,0.004,0.8382493,1.16098301,4.796198,0.008,-0.947
"2006-07-01",-0.0078,-0.04,0.0342,0.004,0.9378658,1.45908923,4.826707,0.078,-0.926
"2006-08-01",0.0203,0.0081,-0.0178,0.0042,0.7802523,1.41678364,3.94249,0.093,-0.906
"2006-09-01",0.0184,-0.0123,-0.005,0.0041,0.8071639,1.49161104,4.234727,0.127,-0.992
"2006-10-01",0.0323,0.0164,0.0052,0.0041,0.8293677,1.72565528,4.471864,0.142,-0.924
"2006-11-01",0.0171,0.0078,0.0053,0.0042,0.8813324,1.92363991,4.942727,0.208,-0.768
"2006-12-01",0.0087,-0.009,0.0255,0.004,1.1617192,1.21850847,6.141502,0.204,-0.767
"2007-01-01",0.014,0.001,-5e-04,0.0044,1.2198295,1.41802226,7.106378,0.277,-0.676
"2007-02-01",-0.0196,0.0135,0.0023,0.0038,1.2064314,1.71685365,6.777518,0.439,-0.615
"2007-03-01",0.0068,-0.0027,0.0037,0.0043,1.160818,1.85013968,6.880373,0.491,-0.535
"2007-04-01",0.0349,-0.0207,-0.0099,0.0044,1.1607972,2.38234204,6.357979,0.538,-0.552
"2007-05-01",0.0324,-3e-04,-0.0017,0.0041,1.0849596,2.06377839,6.70476,0.37,-0.627
"2007-06-01",-0.0196,0.0075,-0.0103,0.004,1.1078551,1.97375258,6.599987,0.415,-0.546
"2007-07-01",-0.0373,-0.0267,-0.0299,0.004,1.0338908,1.77909877,6.071414,0.357,-0.709
"2007-08-01",0.0092,-0.0016,-0.0232,0.0042,1.2745134,1.29531817,9.708639,0.313,-0.734
"2007-09-01",0.0322,-0.0245,-0.0211,0.0032,0.8202755,1.49676492,4.3351,0.279,-0.734
"2007-10-01",0.018,0.0011,-0.0211,0.0032,0.8054503,1.73962587,6.087891,0.281,-0.685
"2007-11-01",-0.0483,-0.0278,-0.0102,0.0034,0.8113751,1.15536116,7.675669,0.278,-0.582
"2007-12-01",-0.0087,2e-04,-1e-04,0.0027,0.6280787,1.05019844,3.647103,0.267,-0.428
"2008-01-01",-0.0636,-0.0074,0.0305,0.0021,0.6368352,0.79500105,5.596643,0.364,-0.204
"2008-02-01",-0.0309,-0.0055,1e-04,0.0013,0.5194214,1.4183743,4.148995,0.403,-0.038
"2008-03-01",-0.0093,0.008,0.0024,0.0017,0.6033321,1.05489319,5.235922,0.369,-0.016
"2008-04-01",0.046,-0.0152,-3e-04,0.0018,0.5895289,1.2787545,4.266365,0.284,0.058
"2008-05-01",0.0186,0.0303,-0.0041,0.0018,0.52614,1.77036759,3.110544,0.22,0.057
"2008-06-01",-0.0844,0.0112,-0.0102,0.0017,0.517268,1.75793101,4.266751,0.21,0.059
"2008-07-01",-0.0077,0.0356,0.0364,0.0015,0.5052652,0.88725272,6.581163,0.199,0.232
"2008-08-01",0.0153,0.0367,0.0161,0.0013,0.5998265,0.59290124,5.036604,0.257,0.18
"2008-09-01",-0.0924,-0.0032,0.0436,0.0015,0.5831829,0.18976489,15.575014,0.064,0.853
"2008-10-01",-0.1723,-0.023,-0.0296,8e-04,0.5141455,-1.00113835,5.230357,0.063,1.255
"2008-11-01",-0.0786,-0.0368,-0.0502,3e-04,0.5100995,-0.99884349,6.736517,-0.259,1.346
"2008-12-01",0.0174,0.04,-0.0119,0,0.5405515,-1.73341911,8.550376,-0.266,1.12
"2009-01-01",-0.0812,-0.0099,-0.0967,0,0.5155501,-1.18137142,7.10383,-0.306,0.862
"2009-02-01",-0.101,-0.0038,-0.069,1e-04,0.5330337,-0.71379341,5.203123,-0.483,0.618
"2009-03-01",0.0895,0.007,0.0254,2e-04,0.5465867,-0.39129003,5.691664,-0.492,-0.098
"2009-04-01",0.1019,0.0535,0.0522,1e-04,0.5600482,-0.60188124,5.726162,-0.617,-0.376
"2009-05-01",0.0521,-0.0263,0.0058,0,0.5784371,1.11560084,4.883958,-0.573,-0.363
"2009-06-01",0.0043,0.0267,-0.0239,1e-04,0.5014972,1.88481412,3.449535,-0.552,-0.273
"2009-07-01",0.0772,0.0251,0.0473,1e-04,0.4126692,1.30188053,2.886263,-0.407,-0.303
"2009-08-01",0.0333,-0.005,0.0765,1e-04,0.4213328,1.66869413,2.176757,-0.483,-0.295
"2009-09-01",0.0408,0.0243,0.0135,1e-04,0.4466986,2.9509369,2.866042,-0.454,-0.293
"2009-10-01",-0.0259,-0.0423,-0.0435,0,0.4564931,2.72146289,2.918383,-0.513,-0.504
"2009-11-01",0.0556,-0.0261,0.0023,0,0.6169709,2.4119015,3.619641,-0.567,-0.76
"2009-12-01",0.0275,0.0579,0.0072,1e-04,0.6920007,2.55163878,4.135508,-0.51,-0.38
"2010-01-01",-0.0336,0.002,0.0061,0,0.7181664,2.98902394,5.75153,-0.525,-0.325
"2010-02-01",0.034,0.0144,0.0274,0,0.7453167,2.12464721,4.589838,-0.432,-0.095
"2010-03-01",0.0631,0.0157,0.0201,1e-04,0.7478816,2.55955725,4.387317,-0.418,0.02
"2010-04-01",0.02,0.0492,0.0312,1e-04,0.9034293,3.84147735,10.067985,-0.228,0.297
"2010-05-01",-0.0789,-9e-04,-0.0232,1e-04,1.0943091,1.93290952,13.560365,-0.153,0.538
"2010-06-01",-0.0556,-0.0215,-0.0427,1e-04,0.9143099,1.05882527,12.008182,0.051,0.337
"2010-07-01",0.0693,0.0024,4e-04,1e-04,1.0620425,1.37742278,9.854529,0.048,0.378
"2010-08-01",-0.0477,-0.0303,-0.0151,1e-04,0.9264032,1.60296547,5.868192,0.113,0.26
"2010-09-01",0.0954,0.0384,-0.0294,1e-04,0.9860404,2.24285442,5.806388,0.045,0.12
"2010-10-01",0.0388,0.0101,-0.0223,1e-04,0.9555832,2.10493325,7.438431,-0.129,-0.269
"2010-11-01",0.006,0.0369,-0.0058,1e-04,1.0004169,2.42882632,5.931311,-0.211,-0.449
"2010-12-01",0.0682,0.0085,0.0347,1e-04,0.9128785,2.70469088,5.281222,-0.255,-0.731
"2011-01-01",0.0199,-0.024,0.0068,1e-04,0.8338706,2.59464227,5.679766,-0.555,-0.973
"2011-02-01",0.0349,0.0162,0.0173,1e-04,0.7726284,2.49077248,5.12648,-0.558,-1.033
"2011-03-01",0.0045,0.0268,-0.0116,1e-04,0.7520847,2.0571466,5.035932,-0.568,-0.926
"2011-04-01",0.029,-0.0034,-0.0215,0,0.642764,2.69430655,4.285915,-0.545,-0.892
"2011-05-01",-0.0127,-0.0068,-0.0212,0,0.5860203,1.79080786,3.623893,-0.45,-0.909
"2011-06-01",-0.0175,-0.0014,-0.0026,0,0.7251427,1.24294418,6.062225,-0.351,-0.806
"2011-07-01",-0.0236,-0.0144,-0.0118,0,0.4650513,1.39516441,5.155207,-0.292,-0.665
"2011-08-01",-0.0599,-0.033,-0.0158,1e-04,0.462217,0.04376686,3.317444,-0.29,-0.65
"2011-09-01",-0.0759,-0.0372,-0.0098,0,0.3669625,0.44228388,3.700044,-0.311,-0.838
"2011-10-01",0.1135,0.0358,-0.0096,0,0.3927805,-0.23262648,4.087911,-0.319,-0.868
"2011-11-01",-0.0028,-0.0024,-0.0018,0,0.3682349,0.9750822,2.679066,-0.391,-0.94
"2011-12-01",0.0074,-0.0055,0.0157,0,0.3567399,1.27289922,2.158306,-0.467,-1.035
"2012-01-01",0.0505,0.0251,-0.0214,0,0.3264836,0.736831,2.282077,-0.482,-1.087
"2012-02-01",0.0442,-0.0165,1e-04,0,0.3550649,2.32601756,2.18903,-0.472,-1.107
"2012-03-01",0.0311,-0.0027,-6e-04,0,0.3500493,2.38935309,2.237542,-0.443,-1.031
"2012-04-01",-0.0085,-0.0063,-0.002,0,0.3417095,2.31040999,2.445095,-0.443,-0.968
"2012-05-01",-0.0619,-0.0011,8e-04,1e-04,0.3364532,1.77575244,2.899309,-0.447,-0.889
"2012-06-01",0.0389,0.0081,0.0054,0,0.3527374,0.46792778,2.93916,-0.439,-0.942
"2012-07-01",0.0079,-0.026,1e-04,0,0.3420006,-0.60844091,2.849087,-0.394,-0.84
"2012-08-01",0.0255,0.0069,0.006,1e-04,0.3323685,1.11129259,2.15719,-0.287,-0.577
"2012-09-01",0.0273,0.005,0.0156,1e-04,0.5026207,1.72611506,2.725258,-0.257,-0.49
"2012-10-01",-0.0176,-0.0107,0.0416,1e-04,0.5132487,1.40707912,3.716399,-0.212,-0.462
"2012-11-01",0.0078,0.0068,-0.0112,1e-04,0.5403606,0.92941895,3.309901,-0.242,-0.576
"2012-12-01",0.0118,0.0161,0.0326,1e-04,0.4963873,1.56629568,2.783266,-0.303,-0.586
"2013-01-01",0.0557,0.005,0.0134,0,0.4611261,2.42033549,3.547854,-0.38,-0.733
"2013-02-01",0.0129,-0.004,0.0028,0,0.4040192,1.89847002,2.636893,-0.476,-0.896
"2013-03-01",0.0403,0.0088,-7e-04,0,0.4839581,1.66744772,3.104078,-0.474,-0.891
"2013-04-01",0.0156,-0.024,0.0035,0,0.4895377,1.5244308,3.94008,-0.503,-0.909
"2013-05-01",0.028,0.02,0.0133,0,0.5375558,2.84182372,3.887016,-0.447,-0.796
"2013-06-01",-0.012,0.0118,-0.004,0,0.4695149,2.05862359,3.058954,-0.348,-0.662
"2013-07-01",0.0565,0.0188,0.0071,0,0.5947904,3.04107012,4.545276,-0.327,-0.631
"2013-08-01",-0.0271,0.0024,-0.0248,0,0.6369076,1.869528,4.323743,-0.357,-0.693
"2013-09-01",0.0377,0.0286,-0.0157,0,0.6068738,2.38642463,3.703224,-0.355,-0.72
"2013-10-01",0.0418,-0.0155,0.0136,0,0.5091531,2.42240668,4.113797,-0.367,-0.726
"2013-11-01",0.0312,0.0133,-0.0038,0,0.4532803,2.67510025,2.923304,-0.426,-0.894
"2013-12-01",0.0281,-0.0043,-0.002,0,0.5509282,2.23175253,3.174206,-0.477,-0.881
"2014-01-01",-0.0332,0.0083,-0.0188,0,0.5403693,2.89525531,4.216682,-0.505,-0.864
"2014-02-01",0.0465,0.0032,-0.0049,0,0.7383047,2.49060649,4.628613,-0.473,-0.751
"2014-03-01",0.0043,-0.0181,0.046,0,0.7539285,1.99087096,5.722594,-0.547,-0.866
"2014-04-01",-0.0019,-0.0417,0.0162,0,0.8199646,2.78469808,6.530737,-0.568,-0.878
"2014-05-01",0.0206,-0.0184,-0.0038,0,0.938075,2.37340352,8.700381,-0.539,-0.749
"2014-06-01",0.0261,0.0294,-0.006,0,0.8990621,2.54331182,6.404369,-0.455,-0.737
"2014-07-01",-0.0204,-0.0425,4e-04,0,0.8705667,2.48885333,7.0682,-0.388,-0.708
"2014-08-01",0.0424,0.005,-0.0076,0,0.9526184,1.86626604,5.47407,-0.392,-0.844
"2014-09-01",-0.0197,-0.038,-0.0168,0,0.9920478,1.78105179,5.884955,-0.29,-0.699
"2014-10-01",0.0252,0.0428,-0.0181,0,1.1624164,1.2489181,10.488104,-0.198,-0.656
"2014-11-01",0.0255,-0.0208,-0.0337,0,0.7428498,2.22214425,4.555929,-0.141,-0.67
"2014-12-01",-6e-04,0.026,0.0156,0,0.66288,0.71945204,6.846877,-0.164,-0.725
